,location,size,total_sqft,bath,balcony,price,price_per_sqft,encoded_loc
418,Akshaya Nagar,2,1070.0,2,1,54.0,5046.728971962617,12
419,Vidyaranyapura,2,1440.0,2,0,95.0,6597.222222222223,229
420,Amruthahalli,2,900.0,2,1,40.0,4444.444444444444,15
421,Whitefield,2,1130.0,2,1,42.16,3730.973451327434,234
422,Kodigehalli,2,1270.0,2,1,98.0,7716.535433070866,144
423,others,2,1200.0,2,1,62.0,5166.666666666667,240
424,others,4,4800.0,4,0,235.0,4895.833333333333,240
425,others,2,1200.0,2,1,74.0,6166.666666666667,240
426,Subramanyapura,2,929.0,2,0,50.17,5400.4305705059205,214
427,others,3,1464.0,3,2,56.0,3825.136612021858,240
428,7th Phase JP Nagar,4,3600.0,4,3,400.0,11111.111111111111,7
429,others,4,2000.0,4,2,99.0,4950.0,240
430,Chikkalasandra,2,1208.0,2,1,49.0,4056.291390728477,62
431,Hebbal Kempapura,2,1130.0,2,2,60.0,5309.734513274337,96
432,others,3,1753.0,3,2,120.0,6845.407872219053,240
433,Banjara Layout,3,600.0,3,2,58.0,9666.666666666666,35
434,Hoodi,2,1196.0,2,2,94.42,7894.648829431439,100
435,5th Phase JP Nagar,2,1150.0,3,3,52.5,4565.217391304348,5
436,Electronic City,2,1128.0,2,1,63.0,5585.106382978724,77
437,others,2,1000.0,2,1,53.0,5300.0,240
438,Yelahanka,2,1035.0,2,1,45.0,4347.826086956522,236
439,Kereguddadahalli,2,950.0,2,1,32.0,3368.4210526315787,141
440,Bisuvanahalli,3,1075.0,2,1,36.0,3348.8372093023254,49
441,Whitefield,2,1040.0,2,1,48.5,4663.461538461538,234
442,others,2,720.0,2,1,45.0,6250.0,240
443,Lingadheeranahalli,3,1511.0,3,1,95.0,6287.22700198544,158
444,others,3,1300.0,3,1,58.0,4461.538461538462,240
445,Hoodi,3,1545.0,3,1,68.75,4449.838187702266,100
446,Shampura,1,375.0,2,0,26.0,6933.333333333333,208
447,Vidyaranyapura,2,1062.0,2,3,38.0,3578.154425612053,229
448,others,2,1115.0,2,1,40.0,3587.4439461883408,240
449,JP Nagar,2,1000.0,2,1,35.0,3500.0,113
450,Kambipura,2,883.0,2,1,45.0,5096.262740656852,127
451,Sarjapur  Road,2,1195.0,2,1,70.0,5857.740585774059,203
452,others,1,700.0,1,0,41.0,5857.142857142857,240
453,Vittasandra,2,1246.0,2,1,67.0,5377.2070626003215,233
454,Banashankari Stage III,4,8500.0,4,2,145.0,1705.8823529411766,31
455,others,4,1600.0,4,1,80.0,5000.0,240
456,Haralur Road,4,2805.0,5,3,154.0,5490.196078431372,93
457,Begur Road,3,1584.0,3,0,65.0,4103.535353535353,42
458,Sector 7 HSR Layout,4,3000.0,5,1,275.0,9166.666666666666,206
459,Hosur Road,3,1175.0,2,2,48.0,4085.1063829787236,107
460,others,3,1595.0,3,2,115.0,7210.031347962383,240
461,others,2,1353.0,2,2,110.0,8130.081300813008,240
462,Electronic City,3,1599.0,3,2,125.0,7817.385866166354,77
463,Whitefield,2,1150.0,2,1,70.0,6086.95652173913,234
464,KR Puram,2,1155.0,2,2,42.74,3700.4329004329006,119
465,others,1,1200.0,2,0,85.0,7083.333333333333,240
466,Electronic City Phase II,2,1000.0,2,1,25.0,2500.0,78
467,Thanisandra,4,3000.0,4,0,120.0,4000.0,218
468,Rajiv Nagar,3,1867.0,3,1,160.0,8569.89823245849,195
469,Ramagondanahalli,2,1251.0,2,1,47.0,3756.994404476419,196
470,others,2,1028.0,2,1,45.5,4426.070038910506,240
471,Arekere,2,1222.0,2,2,45.0,3682.4877250409168,21
472,Bannerghatta Road,3,1170.0,2,1,66.0,5641.025641025641,37
473,Hebbal,3,2400.0,4,1,245.0,10208.333333333334,95
474,others,3,1385.0,2,2,48.48,3500.361010830325,240
475,HSR Layout,2,1372.0,2,1,68.0,4956.268221574344,92
476,Magadi Road,3,1282.0,2,2,49.0,3822.1528861154447,159
477,Kanakpura Road,2,1135.0,2,1,39.73,3500.440528634361,131
478,Whitefield,3,1768.0,3,2,101.0,5712.669683257918,234
479,others,3,1325.0,2,1,90.0,6792.452830188679,240
480,Electronic City,3,1599.0,3,2,99.0,6191.369606003753,77
481,Whitefield,3,1500.0,3,1,61.95,4130.0,234
482,Uttarahalli,2,1286.0,2,2,63.0,4898.9113530326595,225
483,Kammanahalli,5,2845.0,5,1,140.0,4920.91388400703,128
484,others,3,1600.0,2,0,50.0,3125.0,240
485,Hennur Road,2,1317.5,2,0,63.77,4840.2277039848195,99
486,Munnekollal,2,1102.0,2,2,53.67,4870.235934664247,169
487,Yelahanka,2,1350.0,2,2,54.0,4000.0,236
488,Banashankari,3,1200.0,2,2,42.0,3500.0,29
489,Hosa Road,6,1300.0,6,0,145.0,11153.846153846154,104
490,others,2,1800.0,1,1,80.0,4444.444444444444,240
491,Chikkabanavar,2,950.0,2,1,40.0,4210.526315789473,61
492,Kanakpura Road,1,525.0,1,1,27.25,5190.476190476191,131
493,Attibele,2,656.0,2,1,25.0,3810.9756097560976,22
494,Marathahalli,4,1780.0,4,3,175.0,9831.460674157302,165
495,others,2,1056.0,2,1,80.0,7575.757575757576,240
496,Bannerghatta Road,1,595.0,1,1,33.32,5600.0,37
497,others,2,1080.0,2,2,50.0,4629.62962962963,240
498,7th Phase JP Nagar,3,2225.0,3,1,160.0,7191.011235955056,7
499,Bommasandra,2,1126.0,2,1,28.15,2500.0,51
500,Electronics City Phase 1,3,1490.0,3,1,84.0,5637.583892617449,79
501,Sarjapur  Road,3,1550.0,3,3,100.0,6451.612903225807,203
502,Whitefield,3,1600.0,3,2,86.0,5375.0,234
503,others,2,1160.0,2,1,55.0,4741.379310344828,240
504,Whitefield,4,4144.0,4,3,315.0,7601.351351351352,234
505,Sarjapur  Road,3,2100.0,3,2,125.0,5952.380952380952,203
506,Vittasandra,2,1404.0,2,1,69.3,4935.897435897436,233
507,Sarjapur  Road,4,2230.0,4,3,225.0,10089.686098654709,203
508,others,3,1544.0,3,0,120.0,7772.020725388601,240
509,Banashankari Stage III,3,1305.0,2,1,58.7,4498.08429118774,31
510,Marathahalli,2,1230.0,2,2,80.0,6504.065040650406,165
511,others,2,1200.0,2,0,65.0,5416.666666666667,240
512,Harlur,3,1460.0,3,1,73.0,5000.0,94
513,Sarjapur  Road,2,1800.0,2,0,34.185,1899.1666666666667,203
514,Gottigere,2,967.0,2,3,45.0,4653.567735263702,85
515,others,1,540.0,1,1,36.0,6666.666666666667,240
516,Hormavu,1,715.0,1,2,46.0,6433.566433566433,103
517,others,3,1578.0,3,1,180.0,11406.84410646388,240
518,Mysore Road,2,1020.0,2,1,48.95,4799.019607843137,171
519,Jigani,2,1020.0,2,1,40.0,3921.5686274509803,117
520,Koramangala,2,1253.0,2,1,102.0,8140.462889066241,148
521,others,2,1180.0,2,2,42.0,3559.322033898305,240
522,Nehru Nagar,2,961.0,2,2,38.0,3954.2143600416234,180
523,Kanakapura,3,1419.0,3,3,75.0,5285.412262156448,130
524,Harlur,3,1709.0,3,2,150.0,8777.062609713283,94
525,others,2,1600.0,2,0,115.0,7187.5,240
526,others,1,416.0,1,1,18.5,4447.115384615385,240
527,Sanjay nagar,2,1100.0,2,2,98.0,8909.09090909091,200
528,HSR Layout,3,1430.0,2,1,65.0,4545.454545454545,92
529,others,2,1260.0,2,2,45.0,3571.4285714285716,240
530,others,3,1630.0,3,2,85.0,5214.7239263803685,240
531,Sarjapur  Road,3,1249.0,3,2,44.71,3579.663730984788,203
532,Kalena Agrahara,3,1450.0,2,3,85.0,5862.068965517241,125
533,Konanakunte,3,2791.0,3,1,223.0,7989.967753493372,147
534,others,1,834.0,1,1,60.0,7194.244604316546,240
535,others,3,1125.0,4,1,70.0,6222.222222222223,240
536,Arekere,3,2060.0,3,2,140.0,6796.116504854369,21
537,Gottigere,2,891.0,2,1,25.0,2805.8361391694725,85
538,Raja Rajeshwari Nagar,2,1133.0,2,1,49.07,4330.979699911739,193
539,Bisuvanahalli,3,1075.0,2,1,37.0,3441.860465116279,49
540,others,4,3000.0,5,2,260.0,8666.666666666666,240
541,Vidyaranyapura,2,1200.0,2,2,55.0,4583.333333333333,229
542,Thanisandra,2,1075.0,2,2,45.8,4260.46511627907,218
543,Kaggadasapura,2,1140.0,2,2,40.0,3508.7719298245615,122
544,Raja Rajeshwari Nagar,2,1090.0,2,1,42.0,3853.211009174312,193
545,R.T. Nagar,4,1500.0,4,1,70.0,4666.666666666667,191
546,Whitefield,4,4104.0,4,2,360.0,8771.929824561403,234
547,Whitefield,3,1790.0,3,0,100.0,5586.592178770949,234
548,Hebbal,3,1920.0,3,2,134.0,6979.166666666667,95
549,HRBR Layout,2,1374.0,2,2,95.0,6914.1193595342065,91
550,Bannerghatta Road,3,1445.0,3,2,95.0,6574.39446366782,37
551,Kanakapura,1,711.0,1,1,36.0,5063.291139240507,130
552,Tumkur Road,3,1500.0,3,3,95.0,6333.333333333333,223
553,Whitefield,3,1720.0,3,3,100.0,5813.953488372093,234
554,Vasanthapura,3,1400.0,3,2,60.0,4285.714285714285,228
555,Kundalahalli,2,1030.0,2,2,49.0,4757.281553398058,154
556,Mysore Road,2,1200.0,2,1,85.0,7083.333333333333,171
557,others,3,1375.0,3,2,70.0,5090.909090909091,240
558,Hegde Nagar,2,1050.0,1,0,56.0,5333.333333333333,97
559,Jalahalli,3,2250.0,3,2,160.0,7111.111111111111,115
560,Bellandur,2,1000.0,2,2,50.0,5000.0,43
561,others,1,469.0,1,0,25.0,5330.490405117271,240
562,Marathahalli,4,3800.0,4,3,250.0,6578.9473684210525,165
563,Kambipura,2,883.0,2,1,29.0,3284.2582106455266,127
564,GM Palaya,3,1820.0,2,3,86.0,4725.274725274725,81
565,Singasandra,3,1440.0,2,3,65.0,4513.888888888889,210
566,others,6,3600.0,4,1,160.0,4444.444444444444,240
567,Mahadevpura,2,1225.0,2,2,48.0,3918.3673469387754,160
568,Chikkalasandra,2,875.0,2,3,52.8,6034.285714285715,62
569,Jalahalli East,1,750.0,1,2,40.0,5333.333333333333,116
570,6th Phase JP Nagar,2,1180.0,2,3,80.0,6779.661016949152,6
571,Haralur Road,2,1194.0,2,2,47.0,3936.348408710218,93
572,Hennur Road,3,1500.0,2,2,62.0,4133.333333333333,99
573,others,2,1160.0,2,2,52.2,4500.0,240
574,Hosakerehalli,3,2378.0,3,1,262.0,11017.661900756939,105
575,Sarjapur,2,1128.0,2,1,60.0,5319.148936170212,202
576,Hebbal,3,1500.0,3,1,150.0,10000.0,95
577,others,3,1220.0,2,1,35.23,2887.7049180327863,240
578,Sarjapur  Road,2,1210.0,2,2,58.0,4793.388429752066,203
579,Kanakpura Road,3,1100.0,2,1,58.0,5272.727272727273,131
580,Bommasandra,3,1200.0,3,2,46.0,3833.3333333333335,51
581,Haralur Road,4,3385.0,5,0,260.0,7680.945347119646,93
582,others,3,1641.0,3,2,66.0,4021.9378427787933,240
583,Horamavu Agara,2,1200.0,2,1,45.0,3750.0,101
584,Raja Rajeshwari Nagar,2,1260.0,2,1,67.39,5348.412698412699,193
585,Mahadevpura,3,1720.0,3,3,78.0,4534.883720930233,160
586,Yelahanka,2,1132.5,2,0,48.13,4249.889624724062,236
587,Yelahanka,2,1210.0,2,1,45.98,3800.0,236
588,Indira Nagar,4,2200.0,4,2,200.0,9090.90909090909,112
589,Bisuvanahalli,3,1075.0,2,1,45.0,4186.046511627907,49
590,Thanisandra,3,1702.0,3,2,130.0,7638.07285546416,218
591,Raja Rajeshwari Nagar,2,1141.0,2,2,38.55,3378.6152497808935,193
592,others,3,2072.0,3,2,108.0,5212.355212355213,240
593,JP Nagar,5,5520.0,2,0,375.0,6793.478260869565,113
594,others,3,1200.0,2,0,70.0,5833.333333333333,240
595,others,3,1350.0,3,0,77.0,5703.7037037037035,240
596,others,4,4046.0,4,0,445.0,10998.517053880376,240
597,others,3,1180.0,2,2,78.34,6638.983050847458,240
598,Yelahanka,3,35000.0,3,3,130.0,371.42857142857144,236
599,others,2,1355.0,2,2,115.0,8487.084870848708,240
600,others,1,600.0,1,0,50.0,8333.333333333334,240
601,Bannerghatta Road,3,1640.0,2,1,120.0,7317.073170731707,37
602,others,5,1200.0,5,0,100.0,8333.333333333334,240
603,Kodichikkanahalli,3,1190.0,2,2,57.0,4789.915966386555,142
604,Marathahalli,2,1019.0,2,2,49.85,4892.051030421982,165
605,others,3,1875.0,3,2,165.0,8800.0,240
606,Akshaya Nagar,3,1250.0,3,2,40.0,3200.0,12
607,Whitefield,2,1140.0,2,1,56.0,4912.2807017543855,234
608,Lingadheeranahalli,3,1683.0,3,1,109.0,6476.5300059417705,158
609,Kaggadasapura,3,1515.0,3,0,83.3,5498.349834983498,122
610,Hoodi,4,2118.0,4,2,111.0,5240.793201133144,100
611,Bannerghatta Road,4,1380.0,3,0,58.0,4202.898550724638,37
612,Varthur Road,2,1083.0,2,2,61.75,5701.754385964912,227
613,others,2,600.0,2,1,55.0,9166.666666666666,240
614,others,3,2300.0,3,3,120.0,5217.391304347826,240
615,others,2,1240.0,2,2,60.0,4838.709677419355,240
616,others,3,1750.0,3,1,120.0,6857.142857142857,240
617,others,2,1230.0,2,0,43.48,3534.959349593496,240
618,Anjanapura,3,1500.0,3,1,139.0,9266.666666666666,19
619,Abbigere,2,985.0,2,1,40.39,4100.507614213198,11
620,Tindlu,3,1500.0,2,1,87.0,5800.0,222
621,Electronic City,2,1125.0,2,1,32.49,2888.0,77
622,others,2,950.0,2,1,44.0,4631.578947368421,240
623,JP Nagar,5,5600.0,2,0,548.5,9794.642857142857,113
624,Kothanur,3,1580.0,3,3,76.0,4810.126582278481,150
625,others,3,1092.0,2,1,98.5,9020.14652014652,240
626,Electronic City Phase II,2,1090.0,2,1,28.34,2600.0,78
627,Hennur Road,3,2264.0,3,1,159.0,7022.968197879859,99
628,Dommasandra,3,1033.0,2,2,25.53,2471.4424007744433,75
629,Kammasandra,2,810.0,2,2,24.5,3024.6913580246915,129
630,others,2,1045.0,2,0,45.0,4306.2200956937795,240
631,Hebbal,2,1337.0,2,1,82.0,6133.1338818249815,95
632,Chandapura,2,1200.0,2,2,32.0,2666.6666666666665,58
633,Koramangala,3,1580.0,3,2,160.0,10126.582278481013,148
634,Begur Road,3,1500.0,2,3,54.0,3600.0,42
635,Whitefield,3,1640.0,4,2,91.0,5548.780487804878,234
636,others,3,1570.0,3,2,62.0,3949.044585987261,240
637,Gubbalala,3,1470.0,2,2,82.0,5578.231292517007,87
638,Kengeri,2,1160.0,2,2,40.61,3500.862068965517,139
639,7th Phase JP Nagar,2,1050.0,2,1,71.0,6761.9047619047615,7
640,Bannerghatta Road,3,1460.0,2,1,90.0,6164.3835616438355,37
641,Hulimavu,3,1823.0,3,2,100.0,5485.463521667581,108
642,Electronic City,2,1094.0,2,2,42.0,3839.1224862888484,77
643,Budigere,2,1153.0,2,2,57.0,4943.625325238509,55
644,others,3,1325.0,3,1,57.0,4301.88679245283,240
645,Parappana Agrahara,4,1200.0,3,2,85.0,7083.333333333333,187
646,Jakkur,3,1590.0,2,2,125.0,7861.635220125786,114
647,others,2,1202.0,2,1,48.0,3993.3444259567386,240
648,Haralur Road,2,1202.0,2,1,53.0,4409.317803660566,93
649,others,2,1200.0,2,3,62.5,5208.333333333333,240
650,Panathur,3,1688.0,3,1,118.0,6990.521327014218,186
651,Kaval Byrasandra,2,1020.0,2,1,52.0,5098.0392156862745,137
652,Sarjapur,2,1185.0,2,2,47.0,3966.2447257383965,202
653,Ramagondanahalli,2,1235.0,2,1,52.04,4213.765182186235,196
654,Banashankari,2,1077.0,2,2,37.64,3494.8932219127205,29
655,Kengeri Satellite Town,3,1415.0,2,3,66.0,4664.310954063604,140
656,EPIP Zone,3,2330.0,3,2,162.0,6952.789699570815,76
657,Whitefield,2,805.0,2,2,35.0,4347.826086956522,234
658,others,1,425.0,1,0,20.03,4712.941176470588,240
659,Whitefield,2,1155.0,2,3,59.95,5190.476190476191,234
660,Anekal,2,656.0,2,1,22.0,3353.6585365853657,18
661,others,2,1100.0,2,0,48.0,4363.636363636364,240
662,Mahadevpura,2,1150.0,2,3,52.0,4521.739130434783,160
663,others,1,600.0,1,1,60.0,10000.0,240
664,others,2,1468.0,2,1,140.0,9536.784741144415,240
665,Whitefield,3,2280.0,4,2,126.0,5526.315789473684,234
666,Hegde Nagar,2,1341.0,2,1,97.0,7233.407904548844,97
667,Jakkur,2,1279.0,2,1,77.0,6020.3283815480845,114
668,Electronic City Phase II,4,2225.0,4,0,98.88,4444.044943820225,78
669,Thanisandra,2,1185.0,2,2,43.51,3671.7299578059074,218
670,others,3,1750.0,3,2,85.0,4857.142857142857,240
671,Kudlu,2,1152.0,2,1,53.5,4644.097222222223,151
672,Hulimavu,2,1300.0,2,3,36.0,2769.230769230769,108
673,Varthur Road,4,2760.0,4,2,155.0,5615.942028985507,227
674,5th Phase JP Nagar,2,1070.0,2,2,39.0,3644.8598130841124,5
675,Uttarahalli,2,1101.0,2,0,45.0,4087.193460490463,225
676,others,2,775.0,2,1,55.0,7096.774193548387,240
677,Yeshwanthpur,1,667.0,1,1,36.85,5524.737631184408,239
678,Electronic City,2,1070.0,2,1,55.0,5140.186915887851,77
679,Old Airport Road,3,1875.0,2,2,110.0,5866.666666666667,182
680,Kundalahalli,2,735.0,2,1,57.99,7889.7959183673465,154
681,Sarjapur,5,4360.0,4,1,90.0,2064.2201834862385,202
682,Koramangala,3,1750.0,3,2,130.0,7428.571428571428,148
683,Marathahalli,2,1215.0,2,1,67.0,5514.40329218107,165
684,Vishwapriya Layout,2,820.0,2,1,30.0,3658.5365853658536,232
685,Banashankari Stage VI,2,1177.5,2,0,59.935,5090.0212314225055,33
686,Battarahalli,3,1779.0,3,2,89.61,5037.099494097808,40
687,others,2,1105.0,2,2,58.0,5248.868778280543,240
688,Whitefield,3,1650.0,3,2,60.0,3636.3636363636365,234
689,Jalahalli,2,1694.0,2,2,150.0,8854.78158205431,115
690,Hosakerehalli,3,2376.0,3,1,203.0,8543.771043771043,105
691,Cox Town,3,1975.0,3,3,150.0,7594.93670886076,65
692,Kammasandra,2,674.0,2,1,33.0,4896.142433234421,129
693,Kaggadasapura,2,1185.0,2,1,41.0,3459.915611814346,122
694,Thanisandra,1,445.0,1,0,28.0,6292.134831460674,218
695,others,6,900.0,7,0,76.0,8444.444444444445,240
696,HSR Layout,3,1475.0,3,2,75.0,5084.745762711865,92
697,Gottigere,3,1618.0,3,3,82.5,5098.887515451174,85
698,Koramangala,2,1120.0,2,0,65.0,5803.571428571428,148
699,Marathahalli,4,2181.0,3,2,152.0,6969.280146721688,165
700,Vidyaranyapura,4,1200.0,4,0,90.0,7500.0,229
701,others,6,600.0,4,3,65.0,10833.333333333334,240
702,Bannerghatta Road,3,1556.0,2,1,59.13,3800.1285347043704,37
703,Bannerghatta Road,2,1179.0,2,1,66.02,5599.660729431722,37
704,Thanisandra,2,1296.0,2,2,83.0,6404.320987654321,218
705,Kaggadasapura,2,1275.0,2,2,52.0,4078.4313725490197,122
706,Kathriguppe,3,1400.0,2,2,77.0,5500.0,136
707,Gottigere,2,1222.0,2,1,63.0,5155.482815057283,85
708,Electronic City,2,940.0,2,1,41.0,4361.702127659574,77
709,Thanisandra,2,1185.0,2,2,42.6,3594.9367088607596,218
710,Tumkur Road,3,1779.0,3,2,112.0,6295.6717256885895,223
711,Begur Road,3,1615.0,3,2,59.76,3700.30959752322,42
712,JP Nagar,4,4624.5,2,0,453.0,9795.653584171261,113
713,Haralur Road,2,1056.0,2,1,61.0,5776.515151515152,93
714,7th Phase JP Nagar,2,1100.0,2,0,46.0,4181.818181818182,7
715,Arekere,2,920.0,2,1,40.0,4347.826086956522,21
716,others,3,1602.0,2,0,75.0,4681.647940074907,240
717,Padmanabhanagar,2,1176.0,2,0,62.0,5272.108843537415,184
718,HBR Layout,4,675.0,3,1,59.0,8740.74074074074,90
719,others,3,1352.0,3,0,135.0,9985.207100591717,240
720,Kasavanhalli,3,1717.0,3,3,99.0,5765.87070471753,134
721,others,4,10961.0,4,1,80.0,729.8604141957851,240
722,Bhoganhalli,4,2119.0,4,3,111.0,5238.319962246343,46
723,Vittasandra,2,1246.0,2,1,67.3,5401.284109149277,233
724,Anandapura,2,1141.0,2,1,42.79,3750.219106047327,16
725,Hennur Road,2,1157.0,2,1,84.0,7260.155574762316,99
726,Chandapura,2,1025.0,2,2,27.68,2700.487804878049,58
727,Yelahanka New Town,1,650.0,1,2,33.0,5076.923076923077,237
728,Hebbal,2,1349.0,2,1,98.0,7264.6404744255005,95
729,Narayanapura,3,1566.0,3,1,83.3,5319.284802043423,178
730,Sahakara Nagar,4,2830.0,3,3,195.0,6890.459363957597,199
731,Electronic City,3,1320.0,2,1,38.13,2888.636363636364,77
732,others,3,1780.0,3,1,84.83,4765.730337078651,240
733,Varthur,2,1091.0,2,1,34.9,3198.9000916590285,226
734,Rachenahalli,4,3670.0,4,3,300.0,8174.386920980926,192
735,7th Phase JP Nagar,2,918.0,2,1,50.49,5500.0,7
736,Yeshwanthpur,4,1950.0,4,0,130.0,6666.666666666667,239
737,Panathur,3,1695.0,3,1,90.0,5309.734513274337,186
738,Yelahanka,3,1705.0,3,2,95.0,5571.847507331378,236
739,Kalyan nagar,3,1375.0,3,2,75.0,5454.545454545455,126
740,Kanakpura Road,1,525.0,1,1,30.0,5714.285714285715,131
741,Whitefield,2,1447.0,2,1,83.0,5736.005528680028,234
742,Thanisandra,2,1114.0,2,1,39.0,3500.8976660682224,218
743,7th Phase JP Nagar,3,1450.0,2,1,100.0,6896.551724137931,7
744,others,2,460.0,1,0,15.0,3260.8695652173915,240
745,Vasanthapura,2,1022.0,2,2,40.0,3913.894324853229,228
746,Hebbal,2,1000.0,2,2,45.0,4500.0,95
747,Electronic City,2,1128.0,2,1,68.75,6094.858156028369,77
748,Kanakpura Road,2,1180.0,2,2,57.0,4830.5084745762715,131
749,TC Palaya,6,1000.0,6,1,69.0,6900.0,216
750,Kanakpura Road,2,1339.0,2,3,75.0,5601.194921583271,131
751,Yelachenahalli,3,1400.0,2,3,55.0,3928.5714285714284,235
752,7th Phase JP Nagar,2,1040.0,2,1,39.52,3800.0000000000005,7
753,Kadugodi,2,1198.0,2,2,58.0,4841.402337228715,121
754,others,4,1200.0,3,0,95.0,7916.666666666667,240
755,Sarjapur  Road,3,1691.0,3,2,113.0,6682.436428149024,203
756,Bisuvanahalli,3,1075.0,3,2,36.0,3348.8372093023254,49
757,8th Phase JP Nagar,3,1240.0,3,2,43.5,3508.064516129032,8
758,Bannerghatta Road,2,1122.5,2,0,58.935,5250.334075723831,37
759,Mallasandra,3,1665.0,3,2,86.58,5200.0,162
760,Marathahalli,3,2489.0,3,0,94.0,3776.6171153073524,165
761,Brookefield,2,1142.0,2,2,70.0,6129.5971978984235,54
762,others,3,1976.0,3,1,184.0,9311.74089068826,240
763,others,4,5500.0,4,0,600.0,10909.09090909091,240
764,Kothannur,3,1853.0,3,2,82.0,4425.256341068538,149
765,Kasturi Nagar,2,1567.0,2,2,92.0,5871.091257179323,135
766,Talaghattapura,2,1090.0,2,1,27.24,2499.0825688073396,217
767,Raja Rajeshwari Nagar,6,1200.0,4,2,125.0,10416.666666666666,193
768,Electronics City Phase 1,2,1175.0,2,2,51.47,4380.425531914893,79
769,Subramanyapura,2,1200.0,2,2,52.0,4333.333333333333,214
770,Kodichikkanahalli,2,995.0,2,1,41.0,4120.603015075377,142
771,Magadi Road,2,884.0,2,1,41.1,4649.321266968326,159
772,others,5,900.0,3,2,80.0,8888.888888888889,240
773,Yeshwanthpur,2,1170.0,2,2,57.0,4871.794871794872,239
774,KR Puram,2,1225.0,2,1,46.55,3800.0,119
775,Electronic City,2,1342.0,2,1,73.3,5461.997019374068,77
776,Uttarahalli,2,1345.0,2,1,67.0,4981.412639405205,225
777,Kodigehaali,3,1320.0,3,0,65.0,4924.242424242424,143
778,Raja Rajeshwari Nagar,2,1140.0,2,1,49.39,4332.456140350877,193
779,Battarahalli,2,1300.0,2,1,50.0,3846.153846153846,40
780,Hosa Road,3,1652.0,3,2,85.0,5145.2784503631965,104
781,Thigalarapalya,3,2072.0,4,2,142.0,6853.281853281854,219
782,Arekere,3,1740.0,2,0,95.0,5459.770114942528,21
783,Electronic City,3,1360.0,2,1,71.0,5220.588235294118,77
784,Hosur Road,3,1145.0,2,2,60.0,5240.174672489083,107
785,Uttarahalli,3,1540.0,2,0,40.0,2597.4025974025976,225
786,Sarjapur  Road,2,1278.0,2,2,95.0,7433.489827856025,203
787,Electronic City Phase II,1,630.0,1,1,40.0,6349.206349206349,78
788,Kanakpura Road,3,1100.0,3,2,58.0,5272.727272727273,131
789,others,3,1200.0,3,0,95.0,7916.666666666667,240
790,Chandapura,1,582.5,1,0,15.135,2598.283261802575,58
791,Chandapura,2,1015.0,2,2,25.88,2549.753694581281,58
792,Hosur Road,5,3300.0,5,2,240.0,7272.727272727273,107
793,Basaveshwara Nagar,5,4500.0,5,1,415.0,9222.222222222223,39
794,Gunjur,3,1356.0,2,3,66.0,4867.256637168141,88
795,others,2,823.0,2,1,28.0,3402.187120291616,240
796,TC Palaya,3,1200.0,2,0,66.0,5500.0,216
797,Ramamurthy Nagar,2,1050.0,2,0,37.0,3523.809523809524,197
798,others,2,1180.0,2,1,69.0,5847.457627118644,240
799,Whitefield,2,1116.0,2,3,51.91,4651.433691756272,234
800,7th Phase JP Nagar,2,1070.0,2,1,42.79,3999.0654205607475,7
801,Varthur,2,1385.0,2,3,80.0,5776.173285198556,226
802,Varthur,1,1000.0,1,1,70.0,7000.0,226
803,Whitefield,3,1897.0,3,2,130.0,6852.925672113864,234
804,Magadi Road,2,1005.0,2,1,55.78,5550.248756218905,159
805,Green Glen Layout,3,1575.0,3,2,125.0,7936.507936507936,86
806,Subramanyapura,2,975.0,2,1,65.0,6666.666666666667,214
807,Hennur Road,3,1904.0,3,2,120.0,6302.5210084033615,99
808,Kengeri Satellite Town,1,930.0,1,1,30.0,3225.8064516129034,140
809,Kanakpura Road,1,525.0,1,1,26.0,4952.380952380952,131
810,others,1,686.0,1,1,17.0,2478.134110787172,240
811,Electronic City Phase II,2,2400.0,3,1,150.0,6250.0,78
812,Sarjapur  Road,3,2238.0,3,1,140.0,6255.585344057194,203
813,Harlur,2,1174.0,2,1,69.0,5877.342419080068,94
814,Thubarahalli,4,3800.0,4,3,239.0,6289.473684210527,220
815,Whitefield,3,2225.0,2,1,125.0,5617.9775280898875,234
816,Jigani,2,918.0,2,2,52.0,5664.488017429194,117
817,Mahadevpura,2,1250.0,2,3,52.0,4160.0,160
818,Sarjapur  Road,3,1800.0,3,0,110.0,6111.111111111111,203
819,Marathahalli,2,1170.0,2,3,53.0,4529.91452991453,165
820,Bannerghatta Road,2,793.0,2,1,45.0,5674.653215636822,37
821,Jakkur,3,1710.0,3,2,107.0,6257.309941520468,114
822,Kambipura,3,1082.0,2,1,57.5,5314.232902033272,127
823,others,2,1001.0,2,2,33.03,3299.7002997002996,240
824,Yelahanka,3,1590.0,2,1,54.0,3396.2264150943397,236
